"id","user_id","typeid","area_code","name","phone","owner_name","owner_phone","contact_person_position","contact_person_fname","contact_person_lname","address","city","state","zip","details","description","logo","banner","website","email","latitude","longitude","review_avg","review_count","created","modified","modified_by","delivery_distance","delivery","takeaway","reservation","delivery_fee","status","opening_time","closing_time","table_pricing","taxes","total_avr","commission_qr","commission_del","commission_pick","commission_tr",
"842","2","a:1:{i:0;s:1:&quot;1&quot;;}","","Brasa De Brazil Jeddah","+966 12 284 2345","Akshay kumar","+966 12 284 2345","","","","Al Madinah Al Munawarah Branch Rd, Al Hamra District, Jeddah 23324, Saudi Arabia","Jeddah ","Jeddah ","23324","","great hotel is not it","brasa-de-brazil.jpg","","www.dfghsjk.dsfg","sdfgk@fjdgs","21.2854067","39.2375507","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0","5","1","1","0","34","1","12:08:00","02:08:00","10","12.5","","","","","",
"844","2","a:1:{i:0;s:1:&quot;1&quot;;}","","test123","123456789","tes123","1234567","","","","chandigarh","chandigarh","punjab","160101","","this is a test ","132004Lighthouse.jpg","","test.com","test@gmail.com","30.7333148","76.7794179","0","1","0000-00-00 00:00:00","0000-00-00 00:00:00","0","10","1","1","0","10","1","20:18:00","13:14:00","10","12.5","0","","","","",
"845","2","a:1:{i:0;s:1:&quot;1&quot;;}","","Rotunda","+421 905 33 66 66","Jurkovic","+421 905 33 66 66","","","","Kolískova 3, 841 05 Bratislava","Bratislava","Slovakia","4105","","Vitajte na našej stránke
Naša reštaurácia má cca 100 miest na sedenie. Pozostáva z dvoch miestností, z ktorých je jedna faj?iarska a druhá nefaj?iarská. Vonkajšiu ?as? reštaurácie tvorí priestranná terasa, ktorá ponúka cca 100 miest na sedenie.
Otváracia doba: od 11:00 hod. do 23:00 hod.
Pripravili sme pre Vás chutné pizze, špeciality talianskej a domácej gastronómie, ?apované pivo, kvalitné vína domácej produkcie, príjemná a priate?ská obsluha, pekné prostredie, široký výber nápojov a to všetko za slušné ceny. ?alšou skupinou ob?úbených jedál v našej pizzerii sú grilované jedlá - kuracie krídelká a brav?ové rebierka. Denné obedové menu ponúkame od 11:00 hod. - do 14:00 hod. za 3,90 €. Plati? môžete hotovos?ou,  všetkými druhmi stravných lístkov a  kartou. Možnos? obsluhy aj vä?ších turistických skupín alebo zájazdových autobusov ako aj usporiadania školení, svadieb, osláv, firemných ve?ierkov a pod.","162547rotunda.png","","http://restauraciarotunda.eu/","restauraciarotunda@gmail.com","48.1509622","17.0535818","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0","30","1","1","0","","1","08:00:00","12:00:00","10","12","","","","","",
"846","2","a:1:{i:0;s:1:&quot;1&quot;;}","","Night Factory","9855663394","Mr. Rajeshji","98123212138","","","","Rajiv Gandhi IT Park, Near DLF Commercial Complex ","Chandigarh","Chandigarh","16006234","","bvngfhhfuityur","120247Desert.jpg","","yy.com","10ds@gmail.com","30.7399738","76.7567368","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0","300m","1","1","0","56","1","00:00:00","00:00:00","10","12.5","","","","","",
"48","0","","","Sweet Potato Gnudi with Sage Butter","","","","","","","","","","","","

 Cazuela &amp;quot;&amp;#039;Gnudi&amp;#039; (or &amp;#039;naked&amp;#039; ravioli without a pasta jacket) are tender dumplings simmered like gnocchi and, when made with sweet potatoes and finished in sage butter, present beautifully for a delicious autumn dish.&amp;quot;","","","","","","","0","0","2016-07-28 05:31:20","2016-07-28 05:31:20","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"45","0","","","hot caramel sundae","","","","","","","","","","","","&amp;lt;p&amp;gt;Salted Caramel Hot Chocolate Sache&amp;lt;/p&amp;gt;
","","","","","","","0","0","2016-07-28 04:56:39","2016-09-30 16:13:47","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"24","0","","","Polenta &amp;amp; goat&amp;#039;s cheese stacks","","","","","","","","","","","","This restaurant-quality main course is sure to dazzle – just make sure you don’t forget the vegetarian Parmesan, as often the regular variety contains animal rennet.","","","","","","","0","0","2016-07-27 04:36:08","2016-07-27 04:36:08","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"22","0","","","Sparkling Cucumber Cooler","","","","","","","","","","","","pure cane sugar","","","","","","","0","0","2016-07-27 03:06:55","2016-07-27 03:06:55","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"23","0","","","Golden-glazed carrot, mushroom &amp;amp; hazelnut tart","","","","","","","","","","","","the mushroom mix or assemble most of this beautiful pie in advance, saving you precious minutes on the day itself. ","","","","","","","0","0","2016-07-27 04:33:33","2016-07-27 04:33:33","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"20","0","","","Nojito","","","","","","","","","","","","A Mojito with all the flavor, but none of the rum.","","","","","","","0","0","2016-07-27 02:50:57","2016-07-27 02:50:57","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"21","0","",""," Strawberry Gin Smash ","","","","","","","","","","","","An easy crowd-pleaser that highlights the early strawberry season.
","","","","","","","0","0","2016-07-27 02:55:40","2016-10-17 16:05:26","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"19","0","","","Mockmosa","","","","","","","","","","","","A surprising alternative to the Mimosa, due to using sparkling white grape juice instead of sparkling apple cider.","","","","","","","0","0","2016-07-27 02:48:31","2016-07-27 02:48:31","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"853","2","a:1:{i:0;s:1:&quot;1&quot;;}","","Ginger Chandigarh"," 0172 300 7777","Mr. Lalit"," 0172 300 7777","","","","Rajiv Gandhi IT Park, Near DLF Commercial Complex","Chandigarh","Punjab","160010","","Just the ambience and quality of food.","r1.jpg","","thelalit.com","rajdep@gfgmo.com","30.5389944","75.9550329","5","10","0000-00-00 00:00:00","0000-00-00 00:00:00","0","","1","0","0","10","1","00:00:00","00:00:00","8","12.5","","","","","",
"15","0","","","Cranberry-Pate Bites","","","","","","","","","","",""," Top with chopped parsley
","","","","","","","0","0","2016-07-27 02:08:01","2016-07-27 02:08:01","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"16","0","","","Stuffed Cherry Peppers","","","","","","","","","","","","Serve with toothpicks","","","","","","","0","0","2016-07-27 02:16:54","2016-07-27 02:16:54","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"17","0","","","crispy aloo pakoras","","","","","","","","","","","","Crispy aloo pakoras, or crispy potato fritters are a flavorful and delicious snack specially when it is served with cilantro chutney, and hot cup of chai. They are easy and quick to make.","","","","","","","0","0","2016-07-27 02:27:08","2016-07-27 02:27:08","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"18","0","","","chiroti(khaja)","","","","","","","","","","","","Chiroti, also known as khaja, this is a crispy sugar coated puri a delicious snack. Chiroti is a traditional Maharashtrian delicacy. ","","","","","","","0","0","2016-07-27 02:28:56","2016-07-27 02:28:56","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"13","0","","","Romesco Dip","","","","","","","","","","","","Served with breadsticks or crackers.

","","","","","","","0","0","2016-07-27 02:00:36","2016-07-27 02:00:36","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"14","0","","","hot caramel ","","","","","","","","","","","","This is a variation of the hot fudge sundae in which heated caramel sauce replaces the heated chocolate sauce. The other ingredients remain unchanged.","","","","","","","0","0","2016-07-27 02:01:13","2016-07-27 02:01:13","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"10","0","","","Pomegranate Guacamole","","","","","","","","","","","","Textured with White Sauce, Authentic Aroma ","","","","","","","0","0","2016-07-27 01:55:59","2016-07-27 01:55:59","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"11","0","","","Fried Ravioli","","","","","","","","","","","","&amp;lt;p&amp;gt;Served with warm marinara sauce.&amp;lt;/p&amp;gt;
","","","","","","","0","0","2016-07-27 01:58:26","2016-10-01 15:08:34","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"12","0","","","strawberry sundae","","","","","","","","","","","","The hot fudge sundae is a variation on the classic sundae and is often a creation of vanilla ice cream, sprinkles, hot chocolate sauce (hence the &amp;quot;hot fudge&amp;quot;), whipped cream, nuts, and a single bright-red maraschino cherry on top","","","","","","","0","0","2016-07-27 01:59:15","2016-07-27 01:59:15","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"867","427","a:1:{i:0;s:1:&quot;1&quot;;}","","Sheraton","0172 4001213","Rajdeep Singh","6611802778020","","","","315-316, Sector 35B","Chandigarh","Chandigarh","","","","hotel-entrance-1.jpg","corporate.jpg","depit9@gmail.com","srishti@futureworktechnologiew.com","30.7259791","76.7646712","0","0","2016-10-28 11:46:04","2016-10-28 11:47:03","0","25","1","1","1","","1","00:00:00","00:00:00","10","0","","","","","",
"876","520","a:1:{i:0;s:1:&quot;3&quot;;}","","buffalo house","7540694078","jawad shaker","07540694078","","","","saudi arabia","jeddah","essex","co2 8yp","","restaurant example","064719download.png","064719IMG_1561.JPG","","dooodz_1990@hotmail.com","21.2854067","39.2375507","0","0","2016-10-31 07:31:52","2016-10-31 07:31:57","0","8","1","1","1","","1","00:00:00","00:00:00","10","0","","10","10","10","10",
"874","518","","","Kuwait Rest","","","","","","","","","","","","","","","","","","","0","0","2016-10-29 16:59:56","2016-10-29 16:59:56","0","","0","0","0","","1","00:00:00","00:00:00","10","0","","","","","",
"83","0","","","Pizza","","","","","","","","","","","","Delicious Awesome","","","","","","","0","0","2016-09-29 15:51:06","2016-09-29 15:51:06","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"84","0","","","Coconut milk  powder","","","","","","","","","","","","Awesome to eat","","","","","","","0","0","2016-09-29 16:02:18","2016-09-29 16:02:18","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"85","0","","","Asafoetida ","","","","","","","","","","","","It is sold in blocks or pieces as a gum and more frequently as a fine yellow powder, sometimes ","","","","","","","0","0","2016-07-28 06:48:15","2016-09-29 17:08:26","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"88","0","","","pizza","","","","","","","","","","","","tasty, yummy with extra topping ...gdfgsdfgsdfg cvbhdghdfhg fghdfhg
","","","","","","","0","0","2016-09-29 17:29:43","2016-10-13 17:56:53","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"89","0","","","pizza","","","","","","","","","","","","Tasty,Yummy With Extra Toppingsdsdfgsdfg dhgdghdfgsdfg gsfd","","","","","","","0","0","2016-09-29 17:32:21","2016-09-29 17:32:21","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"90","0","","","pizza","","","","","","","","","","","","Tasty,Yummy With Extra Topping sdfgsfhg sfdgbjfd asdfajhwqr8euwsd","","","","","","","0","0","2016-09-29 17:33:32","2016-09-29 17:33:32","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"91","0","","","Hranolky","","","","","","","","","","","","","","","","","","","0","0","2016-10-05 18:33:56","2016-10-05 18:33:56","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"92","0","","","Hor?ica","","","","","","","","","","","","","","","","","","","0","0","2016-10-05 20:24:27","2016-10-05 20:28:33","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"93","0","","","Ke?up","","","","","","","","","","","","","","","","","","","0","0","2016-10-05 20:29:49","2016-10-05 20:29:49","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"94","0","","","Tatárska omá?ka","","","","","","","","","","","","","","","","","","","0","0","2016-10-05 20:31:57","2016-10-05 20:31:57","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"95","0","","","Cesnakový desing","","","","","","","","","","","","","","","","","","","0","0","2016-10-05 20:33:10","2016-10-05 20:33:10","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"96","0","","","Syrová omá?ka","","","","","","","","","","","","","","","","","","","0","0","2016-10-05 20:34:33","2016-10-05 20:34:33","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"97","0","","","Pikantná omá?ka","","","","","","","","","","","","","","","","","","","0","0","2016-10-05 20:36:17","2016-10-08 12:59:58","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"98","0","","","Dubáková omá?ka","","","","","","","","","","","","","","","","","","","0","0","2016-10-05 20:38:03","2016-10-05 20:38:03","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"99","0","","","Dijonska omá?ka","","","","","","","","","","","","","","","","","","","0","0","2016-10-05 20:39:19","2016-10-05 20:39:19","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"100","0","","","Zemiaky na masle s petržlenovou v?a?ou","","","","","","","","","","","","","","","","","","","0","0","2016-10-05 20:42:46","2016-10-05 20:42:46","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"101","0","","","Pe?ený zemiak v šupke s kyslou smotanou","","","","","","","","","","","","","","","","","","","0","0","2016-10-05 20:48:33","2016-10-05 20:48:33","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"102","0","","","Zemiaková kaša","","","","","","","","","","","","","","","","","","","0","0","2016-10-05 20:51:44","2016-10-05 20:51:44","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"103","0","","","Ryža","","","","","","","","","","","","","","","","","","","0","0","2016-10-05 20:55:52","2016-10-05 20:55:52","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"104","0","","","Hranolky","","","","","","","","","","","","","","","","","","","0","0","2016-10-05 20:57:39","2016-10-05 20:57:39","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"105","0","","","Parená kned?a","","","","","","","","","","","","","","","","","","","0","0","2016-10-05 21:00:57","2016-10-05 21:00:57","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"106","0","","","Domáci žem?ový knedlík","","","","","","","","","","","","","","","","","","","0","0","2016-10-05 21:03:40","2016-10-05 21:03:40","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"107","0","","","Chlieb 2ks","","","","","","","","","","","","","","","","","","","0","0","2016-10-05 21:06:26","2016-10-08 12:58:37","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"108","0","","","Cesnaková bagetka 2ks","","","","","","","","","","","","","","","","","","","0","0","2016-10-05 21:08:14","2016-10-05 21:10:07","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"109","0","","","Grilovaná zelenina","","","","","","","","","","","","","","","","","","","0","0","2016-10-05 21:09:32","2016-10-05 21:09:32","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"110","0","","","Baranie rohy","","","","","","","","","","","","","","","","","","","0","0","2016-10-05 21:11:07","2016-10-05 21:11:07","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"111","0","","","Feferóny","","","","","","","","","","","","","","","","","","","0","0","2016-10-05 21:12:26","2016-10-05 21:12:26","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"112","0","","","Domáci chren","","","","","","","","","","","","","","","","","","","0","0","2016-10-05 21:13:37","2016-10-05 21:13:37","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"113","0","","","Palacinky s nuttelou, vanilkovým krémom, banánom a š?aha?kou ","","","","","","","","","","","","","","","","","","","0","0","2016-10-05 21:17:14","2016-10-08 12:59:39","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"114","0","","","Palacinky s džemom, lesným ovocím a š?aha?kou","","","","","","","","","","","","","","","","","","","0","0","2016-10-05 21:18:22","2016-10-08 12:59:25","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"115","0","","","Dubákové rizoto","","","","","","","","","","","","&amp;lt;p&amp;gt;Ryža Arborio, medajl&amp;amp;oacute;nky z brav?ovej panenky, dub&amp;amp;aacute;ky, parmez&amp;amp;aacute;n, rukola&amp;lt;/p&amp;gt;
","","","","","","","0","0","2016-10-05 21:20:23","2016-10-05 21:21:40","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"116","0","","","Špenátové rizoto","","","","","","","","","","",""," Ryža Arborio, kuracie soté, listový špenát, parmezán","","","","","","","0","0","2016-10-05 21:22:54","2016-10-05 21:22:54","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"117","0","","","Staro?eský guláš","","","","","","","","","","","","hovädzie predné, cibu?ka, feferónka s domácim žem?ovým knedlíkom a ?erstvým chrenom","","","","","","","0","0","2016-10-05 21:26:58","2016-10-05 21:26:58","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"118","0","","","Svie?ková na smotane","","","","","","","","","","","","hovädzie zadné , parená domáca kned?a, brusnicový dip","","","","","","","0","0","2016-10-05 21:36:33","2016-10-05 21:36:33","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"119","0","","","Vep?o, knedlo, zelo","","","","","","","","","","","","brav?ové pe?ené mäso s domácou parenou kned?ou a kapustou","","","","","","","0","0","2016-10-05 21:37:56","2016-10-05 21:37:56","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"120","0","","","Grilované ka?acie prsia","","","","","","","","","","","","&amp;lt;p&amp;gt;ka?acie prsia s redukciou ?erven&amp;amp;eacute;ho v&amp;amp;iacute;na, pu?en&amp;amp;eacute; zemiaky s cibu?kou&amp;lt;/p&amp;gt;
","","","","","","","0","0","2016-10-05 21:40:40","2016-10-06 00:23:52","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"121","0","","","Hovädzie pe?ené s kôprovou omá?kou","","","","","","","","","","","","(pe?ené hovädzie zadné preliate smotanovou kôprovou omá?kou, domáca kned?a","","","","","","","0","0","2016-10-05 21:43:08","2016-10-05 21:43:08","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"122","0","","","Brav?ová krkovi?ka na pive","","","","","","","","","","","","&amp;lt;p&amp;gt;&amp;lt;font&amp;gt;&amp;lt;font&amp;gt;brav?ov&amp;amp;aacute; krkovi?ka na ?iernom pive s cibu?kou, cesnakom slaninkou, zemiakov&amp;amp;eacute; Kasa&amp;lt;/font&amp;gt;&amp;lt;/font&amp;gt;&amp;lt;/p&amp;gt;
","","","","","","","0","0","2016-10-05 21:45:38","2016-10-07 00:00:29","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"123","0","","","Kurací steak","","","","","","","","","","","","steak z kuracích p?s na štvorfarebnom korení","","","","","","","0","0","2016-10-05 23:26:28","2016-10-05 23:26:28","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"124","0","","","Vyprážaný kurací reze?","","","","","","","","","","","","kuracie prsia v trojobale so sezamom","","","","","","","0","0","2016-10-05 23:29:36","2016-10-05 23:29:36","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"125","0","","","Kuracia kapsa","","","","","","","","","","","","kuracie prsia plnené syrom a šunkou","","","","","","","0","0","2016-10-05 23:32:26","2016-10-05 23:32:26","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"126","0","","","Kuracia kapsa","","","","","","","","","","","","kuracie prsia plnené syrom a šunkou","","","","","","","0","0","2016-10-05 23:32:27","2016-10-05 23:32:27","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"127","0","","","Brav?ová kapsa","","","","","","","","","","","","&amp;lt;p&amp;gt;brav?ov&amp;amp;eacute; kar&amp;amp;eacute; plnen&amp;amp;eacute; sal&amp;amp;aacute;mou a romad&amp;amp;uacute;rom&amp;lt;/p&amp;gt;
","","","","","","","0","0","2016-10-05 23:35:08","2016-10-06 12:50:44","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"128","0","","","Vyprážaný brav?ový reze?","","","","","","","","","","","","&amp;lt;p&amp;gt;brav?ov&amp;amp;eacute; kar&amp;amp;eacute; v trojobale&amp;lt;/p&amp;gt;
","","","","","","","0","0","2016-10-05 23:37:23","2016-10-05 23:39:18","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"129","0","","","?ernohorský reze?","","","","","","","","","","","","&amp;lt;p&amp;gt;&amp;lt;font&amp;gt;&amp;lt;font&amp;gt;kuracie m&amp;amp;auml;so Alebo brav?ov&amp;amp;eacute; v zemiakovom cesti?ku tak syrom&amp;lt;/font&amp;gt;&amp;lt;/font&amp;gt;&amp;lt;/p&amp;gt;
","","","","","","","0","0","2016-10-05 23:43:03","2016-10-07 00:10:14","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"130","0","","","Medajlónky z brav?ovej panenky","","","","","","","","","","","","brav?ová panenka na grile, omá?ka pod?a vlastného výberu","","","","","","","0","0","2016-10-05 23:45:39","2016-10-05 23:45:39","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"131","0","","","Vyprážaný syr","","","","","","","","","","","","eidam v trojobale","","","","","","","0","0","2016-10-05 23:47:30","2016-10-05 23:47:30","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"132","0","","","Grilovaný encián s brusnicami","","","","","","","","","","","","zrejúci syr na grile s brusnicovým dipom","","","","","","","0","0","2016-10-05 23:50:05","2016-10-05 23:50:05","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"133","0","","","Bryndzové pirohy so slaninkou, kyslou smotanou a pažítkou ","","","","","","","","","","","","","","","","","","","0","0","2016-10-05 23:51:49","2016-10-05 23:51:49","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"134","0","","","Bryndzové halušky","","","","","","","","","","","","","","","","","","","0","0","2016-10-05 23:53:25","2016-10-05 23:53:25","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"135","0","","","Burger","","","","","","","","","","","","&amp;lt;p&amp;gt;mlet&amp;amp;eacute; hov&amp;amp;auml;dzie m&amp;amp;auml;so, sezamov&amp;amp;aacute; žem?a, slanina, cibu?ka, syr cheddar, dresing pod&amp;amp;aacute;van&amp;amp;yacute; s hranolkami&amp;lt;/p&amp;gt;
","","","","","","","0","0","2016-10-05 23:55:50","2016-10-08 12:58:21","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"136","0","","","Grilované kolienko","","","","","","","","","","","","&amp;lt;p&amp;gt;Marinovan&amp;amp;eacute; predn&amp;amp;eacute; brav?ov&amp;amp;eacute; koleno s cesnakom, kysl&amp;amp;aacute; obloha, dressing, chlieb&amp;lt;/p&amp;gt;
","","","","","","","0","0","2016-10-06 00:00:39","2016-10-06 00:21:38","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"137","0","","","Grilované rebierka","","","","","","","","","","","","&amp;lt;p&amp;gt;Marinovan&amp;amp;eacute; brav?ov&amp;amp;eacute; rebierka s cesnakom, kysl&amp;amp;aacute; obloha, dressing, chlieb&amp;lt;/p&amp;gt;
","","","","","","","0","0","2016-10-06 00:02:29","2016-10-06 00:23:09","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"138","0","","","Grilované kuracie krídelká","","","","","","","","","","","","Marinované kuracie krídelká so sezamom, kyslá obloha, dressing, chlieb","","","","","","","0","0","2016-10-06 00:04:35","2016-10-06 00:04:35","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"139","0","","","Pravý slepa?í vývar","","","","","","","","","","","","&amp;lt;p&amp;gt;Slepa?&amp;amp;iacute; v&amp;amp;yacute;var s k&amp;amp;uacute;skami sliepky, zeleninou a rezancami&amp;lt;/p&amp;gt;
","","","","","","","0","0","2016-10-06 00:06:32","2016-10-06 00:07:22","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"140","0","","","Loštická cesna?ka v bosniaku","","","","","","","","","","","","Cesnaková polievka so zemiakmi, slaninkou a smotanou v bosniaku","","","","","","","0","0","2016-10-06 00:08:52","2016-10-06 00:08:52","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"141","0","","","Moravská kapustnica","","","","","","","","","","","","Tradi?ná kapustnica s údeným mäskom a klobásou","","","","","","","0","0","2016-10-06 00:11:25","2016-10-06 00:11:25","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"142","0","","","Fazu?ová polievka Jokai","","","","","","","","","","",""," Polievka z tmavej fazu?e s kúskami udeného mäsa a širokými rezancami","","","","","","","0","0","2016-10-06 00:13:09","2016-10-06 00:13:09","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"143","0","","","Utopenci","","","","","","","","","","","","Špeká?ik nakladaný cibu?kou, cesnakom, feferónkou, chlieb","","","","","","","0","0","2016-10-06 00:26:41","2016-10-06 00:26:41","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"144","0","","","Upe?enci","","","","","","","","","","","","Špeká?ik pe?ený na ?iernom pive, kyslá obloha, chlieb","","","","","","","0","0","2016-10-06 00:28:59","2016-10-06 00:28:59","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"145","0","","","Nakladaný hermelín","","","","","","","","","","","","Hermelín naložený v olivovom oleji s cibu?kou, cesnakom, feferónkou, chlieb","","","","","","","0","0","2016-10-06 00:31:35","2016-10-06 00:31:35","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"146","0","","","Domáca zabíja?ková tla?enka","","","","","","","","","","","","Brav?ová tla?enka s octom a cibu?kou, chlieb","","","","","","","0","0","2016-10-06 00:39:39","2016-10-06 00:39:39","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"147","0","","","Ka?acia paštéta","","","","","","","","","","","","Paštéta z ka?acej pe?ene na cibu?ke a ka?acej masti, bagetka","","","","","","","0","0","2016-10-06 00:43:27","2016-10-06 00:43:27","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"148","0","","","Bakalá? nealko za studena chmelený","","","","","","","","","","","","","","","","","","","0","0","2016-10-06 21:58:07","2016-10-06 21:58:07","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"149","0","","","Bakalá? 10º","","","","","","","","","","","","","","","","","","","0","0","2016-10-06 22:01:25","2016-10-06 22:01:25","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"150","0","","","Bakalá? 10º","","","","","","","","","","","","","","","","","","","0","0","2016-10-06 22:04:51","2016-10-06 22:04:51","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"151","0","","","Bakalá? 14° medový špeciál","","","","","","","","","","","","","","","","","","","0","0","2016-10-06 22:08:00","2016-10-06 22:08:00","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"152","0","","","Slané pivné palice","","","","","","","","","","","","","","","","","","","0","0","2016-10-06 22:11:08","2016-10-08 12:59:14","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"153","0","","","Arasidy","","","","","","","","","","","","","","","","","","","0","0","2016-10-06 22:12:28","2016-10-07 17:07:11","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
"154","0","","","Pistácie","","","","","","","","","","","","","","","","","","","0","0","2016-10-06 22:13:55","2016-10-08 12:59:56","0","","0","0","0","","0","00:00:00","00:00:00","10","12.5","","","","","",
